Rank|Song|Total Points|Number Ones|Total Listeners
3370|Manic Street Preachers - International Blue|5.0|0|1
3370|Manic Street Preachers - People Give In|5.0|0|1
3370|Mark Ronson - Valerie - Version Revisited|5.0|0|1
3370|Mika - Popular Song|5.0|0|1
3370|Nicki Minaj - Your Love|5.0|0|1
3370|Nielson - Diamant|5.0|0|1
3370|O'Brother - Lo|5.0|0|1
3370|Panic! at The Disco - Collar Full|5.0|0|1
3370|PLVTINUM - Drunk Enough To Say That I Love You|5.0|0|1
3370|Quinn XCII - Straightjacket|5.0|0|1
3370|Saint Motel - For Elise|5.0|0|1
3370|Sanni - No Company|5.0|0|1
3370|Smallpools - DJs & Porsches|5.0|0|1
3370|St. Vincent - Strange Mercy|5.0|0|1
3370|Streetlight Manifesto - Somewhere In The Between|5.0|0|1
3370|Streetlight Manifesto - Watch It Crash|5.0|0|1
3370|Streetlight Manifesto - We Will Fall Together|5.0|0|1
3370|Tank and The Bangas - Smoke.Netflix.Chill.|5.0|0|1
3370|Taylor Swift - Mine|5.0|0|1
3370|The 1975 - She Way Out|5.0|0|1
3370|The Brobecks - All Of The Drugs|5.0|0|1
3370|The Dove & The Wolf - I'm Not In Love|5.0|0|1
3370|The Go-Betweens - I'm Allright - 2004 Digital Remaster|5.0|0|1
3370|The Killers - Change Your Mind|5.0|0|1
3370|The Living Tombstone - It's Raining Men|5.0|0|1
3370|The Menzingers - After The Party|5.0|0|1
3370|The Menzingers - Bad Things|5.0|0|1
3370|The Menzingers - Gates|5.0|0|1
3370|The Menzingers - Good Things|5.0|0|1
3370|The Menzingers - I Was Born|5.0|0|1
3370|The Menzingers - Nothing Feels Good Anymore|5.0|0|1
3370|The Menzingers - Tellin' Lies|5.0|0|1
3370|The Strokes - Machu Picchu|5.0|0|1
3370|The Strokes - Under Cover Of Darkness|5.0|0|1
3370|Timeflies - Once In A While|5.0|0|1
3370|Tinashe - Cold Sweat|5.0|0|1
3370|TOKiMONSTA - Don't Call Me (feat. Yuna) (Dâm-Funk Re-Freak)|5.0|0|1
3370|Twenty One Pilots - Tear in My Heart|5.0|0|1
3370|Twenty One Pilots - The Judge|5.0|0|1
3370|Tyler, The Creator - Bring It Back (Remix)|5.0|0|1
3370|Tyler, The Creator - I Ain't Got Time!|5.0|0|1
3370|Tyler, The Creator - ROSE TINTED CHEEKS|5.0|0|1
3495|Avicii - Taste The Feeling (Avicii Vs. Conrad Sewell)|4.5|0|3
3495|Marina & The Diamonds - How To Be a Heartbreaker|4.5|0|3
3495|Beach House - Beyond Love|4.5|0|2
3495|Britney Spears - Freakshow|4.5|0|2
3495|Deerhunter - Lake Somerset|4.5|0|2
3495|Deerhunter - White Ink|4.5|0|2
3495|Frank Ocean - Lost|4.5|0|2
3495|GFOTY - Poison|4.5|0|2
3495|Hailee Steinfeld - Rock Bottom (feat. DNCE)|4.5|0|2
3495|Hop Along - How Simple|4.5|0|2
3495|Justin Bieber - fRIeNdS (wITh bLoODpOp®)|4.5|0|2
3495|Maren Morris - Sugar|4.5|0|2
3495|The Cranberries - Dreams|4.5|0|2
3495|Tove Styrke - On The Low|4.5|0|2
3495|Yaeji - feelings change|4.5|0|2
3495|100% - Bad Boy|4.5|0|1
